codigo,equipo,slot,jugador_tipo,tier,estado,repetidas,notas,posicion,club,nacimiento,altura,peso,conf_bio,orden_album,pagina,fecha_estado
NZL9,Nueva Zelanda,9,Finn Surman,base,pegada,0,,DEF,Portland Timbers (USA),23-09-2003,1.91,80,high,28,64-65,
NZL10,Nueva Zelanda,10,Joe Bell,base,pegada,0,,MED,Viking FK (NOR),27-04-1999,1.82,75,high,28,64-65,2026-06-07
NZL11,Nueva Zelanda,11,Sarpreet Singh,base,falta,0,,MED,Wellington Phoenix (NZL),20-02-1999,1.72,65,high,28,64-65,
NZL12,Nueva Zelanda,12,Ryan Thomas,base,pegada,1,,MED,PEC Zwolle (NED),20-12-1994,1.74,68,high,28,64-65,2026-06-13
NZL13,Nueva Zelanda,13,Foto equipo,base,tengo,0,,,,,,,,28,64-65,2026-06-17
NZL14,Nueva Zelanda,14,Matthew Garbett,base,pegada,0,,MED,Peterborough United (ENG),13-04-2002,1.88,78,high,28,64-65,
NZL15,Nueva Zelanda,15,Marko Stamenić,base,tengo,0,,MED,Swansea City (WAL),19-02-2002,1.88,78,high,28,64-65,2026-06-15
NZL16,Nueva Zelanda,16,Ben Old,base,falta,0,,MED,AS Saint-Etienne (FRA),13-08-2002,1.73,66,high,28,64-65,
NZL17,Nueva Zelanda,17,Chris Wood,base,pegada,1,,DEL,Nottingham Forest (ENG),07-12-1991,1.91,82,high,28,64-65,2026-06-13
NZL18,Nueva Zelanda,18,Elijah Just,base,tengo,0,,DEL,Motherwell FC (SCO),01-05-2000,1.74,70,high,28,64-65,2026-06-17
NZL19,Nueva Zelanda,19,Callum McCowatt,base,tengo,0,,DEL,Silkeborg IF (DEN),30-04-1999,1.79,73,med,28,64-65,2026-06-15
NZL20,Nueva Zelanda,20,Kosta Barbarouses,base,falta,0,,DEL,Western Sydney Wanderers (AUS),22-03-1990,1.71,71,high,28,64-65,
NOR1,Noruega,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,36,80-81,
NOR2,Noruega,2,Ørjan Nyland,base,pegada,0,,POR,Sevilla FC (ESP),10-09-1990,1.92,,high,36,80-81,2026-06-09
NOR3,Noruega,3,Julian Ryerson,base,pegada,0,,DEF,Borussia Dortmund (GER),17-11-1997,1.83,,high,36,80-81,2026-06-12
NOR4,Noruega,4,Leo Østigård,base,falta,0,,DEF,Genoa CFC (ITA),28-11-1999,1.83,,high,36,80-81,
NOR5,Noruega,5,Kristoffer Vassbakk Ajer,base,tengo,0,,DEF,Brentford FC (ENG),17-04-1998,1.98,,high,36,80-81,2026-06-17
NOR6,Noruega,6,Marcus Holmgren Pedersen,base,falta,0,,DEF,Torino FC (ITA),16-07-2000,1.84,,med,36,80-81,
NOR7,Noruega,7,David Møller Wolfe,base,pegada,0,,DEF,Wolverhampton Wanderers (ENG),23-04-2002,1.85,,high,36,80-81,2026-06-12
NOR8,Noruega,8,Torbjørn Heggem,base,falta,0,,DEF,Bologna FC (ITA),12-01-1999,1.91,,med,36,80-81,
NOR9,Noruega,9,Morten Thorsby,base,falta,0,,MED,Genoa CFC (ITA),05-05-1996,1.88,,high,36,80-81,
NOR10,Noruega,10,Martin Ødegaard,base,falta,0,,MED,Arsenal FC (ENG),17-12-1998,1.78,,high,36,80-81,
NOR11,Noruega,11,Sander Berge,base,pegada,0,,MED,Fulham FC (ENG),14-02-1998,1.95,,high,36,80-81,2026-06-10
NOR12,Noruega,12,Andreas Schjelderup,base,tengo,0,,DEL,SL Benfica (POR),01-06-2004,1.76,,high,36,80-81,2026-06-17
NOR13,Noruega,13,Foto equipo,base,pegada,0,,,,,,,,36,80-81,2026-06-09
NOR14,Noruega,14,Patrick Berg,base,tengo,0,,MED,FK Bodo Glimt (NOR),24-11-1997,1.77,,high,36,80-81,2026-06-17
NOR15,Noruega,15,Erling Haaland,T3,falta,0,,DEL,Manchester City (ENG),21-07-2000,1.95,88,high,36,80-81,
NOR16,Noruega,16,Alexander Sørloth,base,pegada,0,,DEL,Atletico Madrid (ESP),05-12-1995,1.95,,high,36,80-81,2026-06-12
NOR17,Noruega,17,Aron Dønnum,base,falta,0,,DEL,Toulouse FC (FRA),20-04-1998,1.79,,high,36,80-81,
NOR18,Noruega,18,Jørgen Strand Larsen,base,falta,0,,DEL,Crystal Palace (ENG),06-02-2000,1.93,,high,36,80-81,
NOR19,Noruega,19,Antonio Nusa,base,pegada,1,,DEL,RB Leipzig (GER),17-04-2005,1.83,,high,36,80-81,2026-06-13
NOR20,Noruega,20,Oscar Bobb,base,pegada,0,,DEL,Fulham FC (ENG),12-07-2003,1.74,,high,36,80-81,2026-06-16
PAN1,Panama,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,48,104-105,2026-06-12
PAN2,Panama,2,Orlando Mosquera,base,pegada,0,,POR,Al-Fayha FC (KSA),25-12-1994,1.91,,high,48,104-105,
PAN3,Panama,3,Luis Mejía,base,falta,0,,POR,Club Nacional (URU),16-03-1991,1.91,,high,48,104-105,
PAN4,Panama,4,Fidel Escobar,base,tengo,0,,DEF,Deportivo Saprissa (CRC),09-01-1995,1.84,,high,48,104-105,2026-06-17
PAN5,Panama,5,Andrés Andrade,base,falta,0,,DEF,LASK (AUT),16-10-1998,1.87,,high,48,104-105,
PAN6,Panama,6,Michael Amir Murillo,base,pegada,0,,DEF,Besiktas JK (TUR),11-02-1996,1.84,,high,48,104-105,2026-06-16
PAN7,Panama,7,Eric Davis,base,falta,0,,DEF,CD Plaza Amador (PAN),31-03-1991,1.80,,high,48,104-105,
PAN8,Panama,8,José Córdoba,base,tengo,0,,DEF,Norwich City (ENG),03-06-2001,1.85,,high,48,104-105,2026-06-17
PAN9,Panama,9,César Blackman,base,falta,0,,DEF,SK Slovan Bratislava (SVK),02-04-1998,1.74,,high,48,104-105,
PAN10,Panama,10,Cristian Martínez,base,perdida,0,,MED,Ironi Kiryat Shmona (ISR),06-02-1997,1.70,,high,48,104-105,2026-06-06
PAN11,Panama,11,Aníbal Godoy,base,tengo,0,,MED,San Diego FC (USA),10-02-1990,1.83,,high,48,104-105,2026-06-17
PAN12,Panama,12,Adalberto Carrasquilla,base,pegada,0,,MED,Pumas UNAM (MEX),28-11-1998,1.70,,high,48,104-105,2026-06-09
PAN13,Panama,13,Foto equipo,base,pegada,1,,,,,,,,48,104-105,2026-06-09
PAN14,Panama,14,Édgar Bárcenas,base,falta,0,,MED,Mazatlan FC (MEX),23-10-1993,1.75,,high,48,104-105,
PAN15,Panama,15,Carlos Harvey,base,falta,0,,MED,Minnesota United (USA),03-02-2000,1.84,,high,48,104-105,
PAN16,Panama,16,Ismael Díaz,base,tengo,0,,DEL,Club Leon (MEX),12-05-1997,1.83,,high,48,104-105,2026-06-17
PAN17,Panama,17,José Fajardo,base,pegada,0,,DEL,Universidad Catolica (ECU),18-08-1993,1.81,,med,48,104-105,2026-06-09
PAN18,Panama,18,Cecilio Waterman,base,falta,0,,DEL,Universidad de Concepcion (CHI),13-04-1991,1.81,,high,48,104-105,
PAN19,Panama,19,José Luis Rodríguez,base,falta,0,,DEL,FC Juarez (MEX),19-06-1998,1.80,,high,48,104-105,
PAN20,Panama,20,Alberto Quintero,base,tengo,0,,DEL,Universitario de Deportes (PER),18-12-1987,1.68,,high,48,104-105,2026-06-17
PAR1,Paraguay,1,Escudo (foil),T2,pegada,1,escudo foil,,,,,,,14,34-35,2026-06-10
PAR2,Paraguay,2,Roberto Fernández,base,pegada,0,,POR,Club Brugge (BEL),,,,low,14,34-35,2026-06-09
PAR3,Paraguay,3,Orlando Gill,base,pegada,0,,POR,CA San Lorenzo (ARG),11-06-2000,1.98,,high,14,34-35,2026-06-12
PAR4,Paraguay,4,Gustavo Gómez,base,falta,0,,DEF,SE Palmeiras (BRA),06-05-1993,1.85,,high,14,34-35,
PAR5,Paraguay,5,Fabián Balbuena,base,falta,0,,DEF,Gremio FBPA (BRA),23-08-1991,1.88,,high,14,34-35,
PAR6,Paraguay,6,Juan José Cáceres,base,pegada,1,,DEF,Dynamo Moscu (RUS),01-06-2000,1.77,,med,14,34-35,2026-06-13
PAR7,Paraguay,7,Omar Alderete,base,falta,0,,DEF,Sunderland AFC (ENG),26-12-1996,1.88,,high,14,34-35,
PAR8,Paraguay,8,Junior Alonso,base,falta,0,,DEF,Atletico Mineiro (BRA),09-02-1993,1.85,,high,14,34-35,
PAR9,Paraguay,9,Mathías Villasanti,base,falta,0,,MED,Gremio FBPA (BRA),24-01-1997,1.78,,high,14,34-35,
PAR10,Paraguay,10,Diego Gómez,base,pegada,0,,MED,Brighton Hove Albion (ENG),27-03-2003,1.85,,high,14,34-35,2026-06-09
PAR11,Paraguay,11,Damián Bobadilla,base,falta,0,,MED,Sao Paulo FC (BRA),11-07-2001,1.81,,high,14,34-35,
PAR12,Paraguay,12,Andrés Cubas,base,falta,0,,MED,Vancouver Whitecaps (CAN),22-05-1996,1.66,,high,14,34-35,
PAR13,Paraguay,13,Foto equipo,base,pegada,1,,,,,,,,14,34-35,2026-06-13
PAR14,Paraguay,14,Matías Galarza Fonda,base,falta,0,,MED,Atlanta United (USA),11-02-2002,1.75,,high,14,34-35,
PAR15,Paraguay,15,Julio Enciso,base,pegada,0,,DEL,RC Strasbourg (FRA),23-01-2004,1.73,,high,14,34-35,2026-06-09
PAR16,Paraguay,16,Alejandro Romero Gamarra,base,falta,0,,MED,Al Ain FC (UAE),11-01-1995,1.71,,high,14,34-35,
PAR17,Paraguay,17,Miguel Almirón,base,falta,0,,DEL,Atlanta United (USA),10-02-1994,1.74,,high,14,34-35,
PAR18,Paraguay,18,Ramón Sosa,base,falta,0,,DEL,SE Palmeiras (BRA),31-08-1999,1.78,75,high,14,34-35,
PAR19,Paraguay,19,Ángel Romero,base,falta,0,,DEL,Boca Juniors (ARG),04-07-1992,1.76,,high,14,34-35,
PAR20,Paraguay,20,Antonio Sanabria,base,falta,0,,DEL,US Cremonese (ITA),04-03-1996,1.80,,high,14,34-35,
POR1,Portugal,1,Escudo (foil),T2,tengo,0,escudo foil,,,,,,,41,90-91,2026-06-15
POR2,Portugal,2,Diogo Costa,base,falta,0,,POR,FC Porto (POR),19-09-1999,1.86,,high,41,90-91,
POR3,Portugal,3,José Sá,base,falta,0,,POR,Wolverhampton Wanderers (ENG),17-01-1993,1.92,,high,41,90-91,
POR4,Portugal,4,Rúben Dias,base,falta,0,,DEF,Manchester City (ENG),14-05-1997,1.87,,high,41,90-91,
POR5,Portugal,5,João Cancelo,base,falta,0,,DEF,Al-Hilal (KSA),27-05-1994,1.82,74,high,41,90-91,
POR6,Portugal,6,Diogo Dalot,base,pegada,0,,DEF,Manchester United (ENG),18-03-1999,1.83,,high,41,90-91,2026-06-16
POR7,Portugal,7,Nuno Mendes,base,pegada,0,,DEF,Paris Saint-Germain (FRA),19-06-2002,1.80,,high,41,90-91,2026-06-13
POR8,Portugal,8,Gonçalo Inácio,base,falta,0,,DEF,Sporting CP (POR),25-08-2001,1.86,,high,41,90-91,
POR9,Portugal,9,Bernardo Silva,base,pegada,0,,MED,Manchester City (ENG),10-08-1994,1.73,,high,41,90-91,2026-06-09
POR10,Portugal,10,Bruno Fernandes,base,falta,0,,MED,Manchester United (ENG),08-09-1994,1.79,,high,41,90-91,
POR11,Portugal,11,Rúben Neves,base,falta,0,,MED,Al-Hilal (KSA),13-03-1997,1.80,,high,41,90-91,
POR12,Portugal,12,Vitinha,base,pegada,0,,MED,Paris Saint-Germain (FRA),13-02-2000,1.72,,high,41,90-91,2026-06-09
POR13,Portugal,13,Foto equipo,base,pegada,0,,,,,,,,41,90-91,2026-06-16
POR14,Portugal,14,João Neves,base,pegada,0,,MED,Paris Saint-Germain (FRA),27-09-2004,1.71,,high,41,90-91,2026-06-16
POR15,Portugal,15,Cristiano Ronaldo,T3,falta,0,objetivo del album,DEL,Al-Nassr FC (KSA),05-02-1985,1.87,83,high,41,90-91,
POR16,Portugal,16,Francisco Trincão,base,falta,0,,DEL,Sporting CP (POR),29-12-1999,1.84,,high,41,90-91,
POR17,Portugal,17,João Félix,base,pegada,0,,DEL,Al-Nassr FC (KSA),10-11-1999,1.81,,high,41,90-91,2026-06-09
POR18,Portugal,18,Gonçalo Ramos,base,pegada,0,,DEL,Paris Saint-Germain (FRA),20-06-2001,1.85,,high,41,90-91,2026-06-16
POR19,Portugal,19,Pedro Neto,base,perdida,0,,DEL,Chelsea FC (ENG),09-03-2000,1.74,,high,41,90-91,2026-06-06
POR20,Portugal,20,Rafael Leão,base,falta,0,,DEL,AC Milan (ITA),10-06-1999,1.88,,high,41,90-91,
QAT1,Catar,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,7,20-21,
QAT2,Catar,2,Meshaal Barsham,base,pegada,0,,POR,Al-Sadd SC (QAT),14-02-1998,1.80,,high,7,20-21,2026-06-09
QAT3,Catar,3,Sultan Albrake,base,falta,0,,DEF,Al-Duhail SC (QAT),07-04-1996,1.80,,high,7,20-21,
QAT4,Catar,4,Lucas Mendes,base,falta,0,,DEF,Al-Wakrah SC (QAT),03-07-1990,1.84,,high,7,20-21,
QAT5,Catar,5,Homam Ahmed,base,tengo,0,,DEF,Al-Duhail SC (QAT),25-08-1999,1.88,,high,7,20-21,2026-06-17
QAT6,Catar,6,Boualem Khoukhi,base,pegada,1,,DEF,Al-Sadd SC (QAT),09-07-1990,1.83,,high,7,20-21,2026-06-10
QAT7,Catar,7,Pedro Miguel,base,pegada,0,,DEF,Al-Sadd SC (QAT),06-08-1990,1.88,,high,7,20-21,2026-06-12
QAT8,Catar,8,Tarek Salman,base,pegada,1,,DEF,Al-Sadd SC (QAT),05-12-1997,1.80,,high,7,20-21,2026-06-13
QAT9,Catar,9,Mohamed Al-Mannai,base,falta,0,,MED,Al-Shamal SC (QAT),30-10-2003,1.83,,med,7,20-21,
QAT10,Catar,10,Karim Boudiaf,base,falta,0,,MED,Al-Duhail SC (QAT),16-09-1990,1.87,,high,7,20-21,
QAT11,Catar,11,Assim Madibo,base,falta,0,,MED,Al-Wakrah SC (QAT),22-10-1996,1.68,,high,7,20-21,
QAT12,Catar,12,Ahmed Fatehi,base,pegada,0,,MED,Al-Arabi SC (QAT),25-01-1993,1.71,,med,7,20-21,2026-06-12
QAT13,Catar,13,Foto equipo,base,pegada,1,,,,,,,,7,20-21,2026-06-12
QAT14,Catar,14,Mohammed Waad,base,tengo,0,,MED,Al-Sadd SC (QAT),18-09-1999,1.83,,high,7,20-21,2026-06-15
QAT15,Catar,15,Abdulaziz Hatem,base,falta,0,,MED,Al-Rayyan SC (QAT),28-10-1990,1.82,,med,7,20-21,
QAT16,Catar,16,Hassan Al-Haydos,base,falta,0,,DEL,Al-Sadd SC (QAT),11-12-1990,1.74,,high,7,20-21,
QAT17,Catar,17,Edmilson Junior,base,pegada,0,,DEL,Al-Duhail SC (QAT),19-08-1994,1.80,,high,7,20-21,2026-06-12
QAT18,Catar,18,Akram Hassan Afif,base,tengo,0,,DEL,Al-Sadd SC (QAT),18-11-1996,1.77,,high,7,20-21,2026-06-15
QAT19,Catar,19,Ahmed Al Ganehi,base,falta,0,,DEL,Al-Gharafa SC (QAT),22-09-2000,1.78,,med,7,20-21,
QAT20,Catar,20,Almoez Ali,base,falta,0,,DEL,Al-Duhail SC (QAT),19-08-1996,1.80,,high,7,20-21,
KSA1,Arabia Saudita,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,31,70-71,2026-06-12
KSA2,Arabia Saudita,2,Nawaf Alaqidi,base,falta,0,,POR,Al-Nassr FC (KSA),10-05-2000,1.88,,high,31,70-71,
KSA3,Arabia Saudita,3,Abdulrahman Al-Sanbi,base,tengo,0,,POR,Al-Ahli SFC (KSA),03-02-2001,1.81,,med,31,70-71,2026-06-17
KSA4,Arabia Saudita,4,Saud Abdulhamid,base,pegada,0,,DEF,RC Lens (FRA),18-07-1999,1.71,,high,31,70-71,2026-06-14
KSA5,Arabia Saudita,5,Nawaf Bouwashl,base,pegada,1,,DEF,Al-Nassr FC (KSA),16-09-1999,1.75,,high,31,70-71,2026-06-13
KSA6,Arabia Saudita,6,Jihad Thakri,base,perdida,0,,DEF,Al-Qadsiah FC (KSA),21-07-2001,1.83,,med,31,70-71,2026-06-06
KSA7,Arabia Saudita,7,Moteb Al-Harbi,base,falta,0,,DEF,Al-Hilal (KSA),19-02-2000,1.73,,high,31,70-71,
KSA8,Arabia Saudita,8,Hassan Altambakti,base,pegada,0,,DEF,Al-Hilal (KSA),09-02-1999,1.83,,high,31,70-71,2026-06-14
KSA9,Arabia Saudita,9,Musab Aljuwayr,base,pegada,1,,MED,Al-Qadsiah FC (KSA),20-06-2003,1.78,,high,31,70-71,2026-06-13
KSA10,Arabia Saudita,10,Ziyad Aljohani,base,perdida,0,,MED,Al-Ahli SFC (KSA),11-11-2001,1.80,,med,31,70-71,2026-06-06
KSA11,Arabia Saudita,11,Abdullah Alkhaibari,base,tengo,0,,MED,Al-Nassr FC (KSA),16-08-1996,1.78,,high,31,70-71,2026-06-17
KSA12,Arabia Saudita,12,Nasser Aldawsari,base,pegada,0,,MED,Al-Hilal (KSA),19-12-1998,1.78,,high,31,70-71,2026-06-10
KSA13,Arabia Saudita,13,Foto equipo,base,pegada,2,,,,,,,,31,70-71,2026-06-12
KSA14,Arabia Saudita,14,Saleh Abu Alshamat,base,pegada,0,,DEL,Al-Ahli SFC (KSA),11-08-2002,1.71,,med,31,70-71,2026-06-09
KSA15,Arabia Saudita,15,Marwan Alsahafi,base,pegada,0,,DEL,Royal Antwerp (BEL),17-02-2004,1.88,,med,31,70-71,2026-06-13
KSA16,Arabia Saudita,16,Salem Aldawsari,base,pegada,0,,DEL,Al-Hilal (KSA),19-08-1991,1.72,,high,31,70-71,2026-06-16
KSA17,Arabia Saudita,17,Abdulrahman Al-Aboud,base,pegada,0,,DEL,Al-Ittihad (KSA),01-06-1995,1.74,,high,31,70-71,2026-06-09
KSA18,Arabia Saudita,18,Feras Akbrikan,base,pegada,0,,DEL,Al-Ahli SFC (KSA),14-05-2000,1.81,,high,31,70-71,2026-06-09
KSA19,Arabia Saudita,19,Saleh Alshehri,base,pegada,0,,DEL,Al-Ittihad (KSA),01-11-1993,1.84,,high,31,70-71,2026-06-13
KSA20,Arabia Saudita,20,Abdullah Al-Hamdan,base,tengo,0,,DEL,Al-Nassr FC (KSA),12-09-1999,1.81,,med,31,70-71,2026-06-17
SCO1,Escocia,1,Escudo (foil),T2,tengo,0,escudo foil,,,,,,,12,30-31,2026-06-15
SCO2,Escocia,2,Angus Gunn,base,pegada,3,,POR,Nottingham Forest (ENG),22-01-1996,1.96,,high,12,30-31,
SCO3,Escocia,3,Jack Hendry,base,pegada,0,,DEF,Al-Ettifaq (KSA),07-05-1995,1.87,,high,12,30-31,
SCO4,Escocia,4,Kieran Tierney,base,falta,0,,DEF,Celtic (SCO),05-06-1997,1.78,70,high,12,30-31,
SCO5,Escocia,5,Aaron Hickey,base,pegada,0,,DEF,Brentford (ENG),10-06-2002,1.78,,high,12,30-31,
SCO6,Escocia,6,Andrew Robertson,base,falta,0,,DEF,Liverpool (ENG),11-03-1994,1.78,64,high,12,30-31,
SCO7,Escocia,7,Scott McKenna,base,falta,0,,DEF,UD Las Palmas (ESP),12-11-1996,1.89,,high,12,30-31,
SCO8,Escocia,8,John Souttar,base,pegada,0,,DEF,Rangers (SCO),25-09-1996,1.88,,high,12,30-31,
SCO9,Escocia,9,Anthony Ralston,base,pegada,0,,DEF,Celtic (SCO),16-11-1998,1.81,,high,12,30-31,2026-06-14
SCO10,Escocia,10,Grant Hanley,base,falta,0,,DEF,Birmingham City (ENG),20-11-1991,1.88,,high,12,30-31,
SCO11,Escocia,11,Scott McTominay,base,pegada,0,,MED,SSC Napoli (ITA),08-12-1996,1.93,94,high,12,30-31,2026-06-14
SCO12,Escocia,12,Billy Gilmour,base,pegada,0,,MED,SSC Napoli (ITA),11-06-2001,1.72,66,high,12,30-31,
SCO13,Escocia,13,Foto equipo,base,pegada,3,,,,,,,,12,30-31,2026-06-13
SCO14,Escocia,14,Lewis Ferguson,base,pegada,1,,MED,Bologna (ITA),24-08-1999,1.83,,high,12,30-31,2026-06-14
SCO15,Escocia,15,Ryan Christie,base,falta,0,,MED,AFC Bournemouth (ENG),22-02-1995,1.78,,high,12,30-31,
SCO16,Escocia,16,Kenny McLean,base,falta,0,,MED,Norwich City (ENG),08-01-1992,1.83,,med,12,30-31,
SCO17,Escocia,17,John McGinn,base,pegada,0,,MED,Aston Villa (ENG),18-10-1994,1.78,75,high,12,30-31,
SCO18,Escocia,18,Lyndon Dykes,base,pegada,0,,DEL,Birmingham City (ENG),07-10-1995,1.89,,high,12,30-31,
SCO19,Escocia,19,Che Adams,base,pegada,0,,DEL,Torino (ITA),13-07-1996,1.78,,high,12,30-31,2026-06-14
SCO20,Escocia,20,Ben Gannon-Doak,base,pegada,0,,DEL,AFC Bournemouth (ENG),11-11-2005,1.76,,high,12,30-31,
SEN1,Senegal,1,Escudo (foil),T2,tengo,0,escudo foil,,,,,,,34,76-77,2026-06-15
SEN2,Senegal,2,Édouard Mendy,base,pegada,0,,POR,Al-Ahli (KSA),01-03-1992,1.97,85,high,34,76-77,
SEN3,Senegal,3,Yehvann Diouf,base,falta,0,,POR,OGC Nice (FRA),16-11-1999,1.88,,high,34,76-77,
SEN4,Senegal,4,Moussa Niakhaté,base,pegada,0,,DEF,Olympique Lyon (FRA),08-03-1996,1.90,,high,34,76-77,2026-06-10
SEN5,Senegal,5,Abdoulaye Seck,base,pegada,0,,DEF,Maccabi Haifa (ISR),04-06-1992,1.91,,high,34,76-77,2026-06-13
SEN6,Senegal,6,Ismail Jakobs,base,pegada,0,,DEF,Galatasaray (TUR),17-08-1999,1.84,,high,34,76-77,
SEN7,Senegal,7,El Hadji Malick Diouf,base,falta,0,,DEF,West Ham United (ENG),29-12-2004,1.83,,high,34,76-77,
SEN8,Senegal,8,Kalidou Koulibaly,base,pegada,0,,DEF,Al-Hilal (KSA),20-06-1991,1.86,89,high,34,76-77,2026-06-09
SEN9,Senegal,9,Idrissa Gana Gueye,base,pegada,0,,MED,Everton (ENG),26-09-1989,1.74,66,high,34,76-77,2026-06-13
SEN10,Senegal,10,Pape Matar Sarr,base,falta,0,,MED,Tottenham Hotspur (ENG),14-09-2002,1.84,,high,34,76-77,
SEN11,Senegal,11,Pape Gueye,base,pegada,1,,MED,Villarreal CF (ESP),24-01-1999,1.88,,high,34,76-77,2026-06-13
SEN12,Senegal,12,Habib Diarra,base,pegada,0,,MED,Sunderland (ENG),03-01-2004,1.79,,high,34,76-77,2026-06-10
SEN13,Senegal,13,Foto equipo,base,tengo,0,,,,,,,,34,76-77,2026-06-17
SEN14,Senegal,14,Lamine Camara,base,pegada,0,,MED,AS Monaco (FRA),01-01-2004,1.73,,high,34,76-77,2026-06-13
SEN15,Senegal,15,Sadio Mané,base,falta,0,,DEL,Al-Nassr (KSA),10-04-1992,1.74,69,high,34,76-77,
SEN16,Senegal,16,Ismaïla Sarr,base,pegada,0,,DEL,Crystal Palace (ENG),25-02-1998,1.85,,high,34,76-77,2026-06-16
SEN17,Senegal,17,Boulaye Dia,base,tengo,0,,DEL,SS Lazio (ITA),16-11-1996,1.80,,high,34,76-77,2026-06-17
SEN18,Senegal,18,Iliman Ndiaye,base,pegada,1,,DEL,Everton (ENG),06-03-2000,1.75,,high,34,76-77,2026-06-13
SEN19,Senegal,19,Nicolas Jackson,base,falta,0,,DEL,Bayern Munich (GER),20-06-2001,1.87,,high,34,76-77,
SEN20,Senegal,20,Krépin Diatta,base,pegada,0,,DEL,AS Monaco (FRA),25-02-1999,1.75,,high,34,76-77,2026-06-12
RSA1,Sudafrica,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,2,10-11,
RSA2,Sudafrica,2,Ronwen Williams,base,pegada,0,,POR,Mamelodi Sundowns (RSA),21-01-1992,1.84,,high,2,10-11,
RSA3,Sudafrica,3,Sipho Chaine,base,pegada,0,,POR,Orlando Pirates (RSA),26-04-1997,,,med,2,10-11,2026-06-07
RSA4,Sudafrica,4,Aubrey Modiba,base,pegada,1,,DEF,Mamelodi Sundowns (RSA),22-07-1995,1.67,,high,2,10-11,2026-06-13
RSA5,Sudafrica,5,Samukele Kabini,base,pegada,2,,DEF,Molde FK (NOR),15-03-2004,,,med,2,10-11,2026-06-13
RSA6,Sudafrica,6,Mbekezeli Mbokazi,base,pegada,1,,DEF,Chicago Fire (USA),19-09-2005,1.78,,high,2,10-11,2026-06-13
RSA7,Sudafrica,7,Khulumani Ndamane,base,pegada,0,,DEF,Mamelodi Sundowns (RSA),05-02-2004,1.83,,high,2,10-11,
RSA8,Sudafrica,8,Siyabonga Ngezana,base,pegada,0,,DEF,FCSB (ROU),15-11-1997,1.88,,high,2,10-11,
RSA9,Sudafrica,9,Khuliso Mudau,base,falta,0,,DEF,Mamelodi Sundowns (RSA),26-04-1995,1.81,,high,2,10-11,
RSA10,Sudafrica,10,Nkosinathi Sibisi,base,pegada,1,,DEF,Orlando Pirates (RSA),22-09-1995,,,med,2,10-11,2026-06-13
RSA11,Sudafrica,11,Teboho Mokoena,base,pegada,1,,MED,Mamelodi Sundowns (RSA),24-01-1997,1.76,,high,2,10-11,
RSA12,Sudafrica,12,Thalente Mbatha,base,pegada,0,,MED,Orlando Pirates (RSA),06-03-2000,1.64,,high,2,10-11,
RSA13,Sudafrica,13,Foto equipo,base,pegada,0,,,,,,,,2,10-11,2026-06-12
RSA14,Sudafrica,14,Bathusi Aubaas,base,pegada,0,,MED,Mamelodi Sundowns (RSA),14-05-1995,1.80,,high,2,10-11,2026-06-09
RSA15,Sudafrica,15,Yaya Sithole,base,pegada,0,,MED,CD Tondela (POR),03-03-1999,1.86,,med,2,10-11,2026-06-13
RSA16,Sudafrica,16,Sipho Mbule,base,pegada,2,,MED,Orlando Pirates (RSA),22-03-1998,1.77,,high,2,10-11,2026-06-13
RSA17,Sudafrica,17,Lyle Foster,base,pegada,0,,DEL,Burnley (ENG),03-09-2000,1.85,,high,2,10-11,
RSA18,Sudafrica,18,Iqraam Rayners,base,falta,0,,DEL,Mamelodi Sundowns (RSA),19-12-1995,1.76,,high,2,10-11,
RSA19,Sudafrica,19,Mohau Nkota,base,pegada,2,,DEL,Al-Ettifaq (KSA),09-11-2004,,,med,2,10-11,
RSA20,Sudafrica,20,Oswin Appollis,base,pegada,2,,DEL,Orlando Pirates (RSA),25-08-2001,,,med,2,10-11,2026-06-13
KOR1,Corea del Sur,1,Escudo (foil),T2,pegada,1,escudo foil,,,,,,,3,12-13,2026-06-12
KOR2,Corea del Sur,2,Jo Hyeon-woo,base,falta,0,,POR,Ulsan HD (KOR),25-09-1991,1.89,,high,3,12-13,
KOR3,Corea del Sur,3,Kim Seung-gyu,base,falta,0,,POR,FC Tokyo (JPN),30-09-1990,1.87,,high,3,12-13,
KOR4,Corea del Sur,4,Kim Min-jae,base,pegada,0,,DEF,Bayern Munich (GER),15-11-1996,1.90,82,high,3,12-13,2026-06-10
KOR5,Corea del Sur,5,Cho Yu-min,base,pegada,0,,DEF,Sharjah FC (UAE),17-11-1996,1.85,,high,3,12-13,2026-06-09
KOR6,Corea del Sur,6,Seol Young-woo,base,falta,0,,DEF,Crvena Zvezda (SRB),05-12-1998,1.81,,high,3,12-13,
KOR7,Corea del Sur,7,Lee Han-beom,base,pegada,0,,DEF,FC Midtjylland (DEN),17-06-2002,1.90,,high,3,12-13,2026-06-12
KOR8,Corea del Sur,8,Lee Tae-seok,base,pegada,0,,DEF,Austria Wien (AUT),28-07-2002,1.74,,high,3,12-13,2026-06-09
KOR9,Corea del Sur,9,Lee Myung-jae,base,falta,0,,DEF,Daejeon Hana Citizen (KOR),04-11-1993,1.83,,med,3,12-13,
